Código,Cod,Nome Comercial,Div. Yeld,P/VP
IENG3,"""IENG3"",",INEPAR ENERGIA,,
IENG5,"""IENG5"",",INEPAR ENERGIA,,
IFCM3,"""IFCM3"",",INFRACOMM,,
IGBR3,"""IGBR3"",",GRADIENTE,,
IGBR5,"""IGBR5"",",GRADIENTE,,
IGBR6,"""IGBR6"",",GRADIENTE,,
IGTA3,"""IGTA3"",",IGUATEMI,,
IGTI11,"""IGTI11"",",IGUATEMI S.A,,
IGTI3,"""IGTI3"",",IGUATEMI S.A,,
IGUA3,"""IGUA3"",",CIA. IGUAÇU DE CAFÉ SOLÚVEL,,
IGUA5,"""IGUA5"",",CIA. IGUAÇU DE CAFÉ SOLÚVEL,,
IGUA6,"""IGUA6"",",CIA. IGUAÇU DE CAFÉ SOLÚVEL,,
ILLS4,"""ILLS4"",",LINHAS CIRCULO,,
ILMD3,"""ILMD3"",",YARA BRASIL FERTILIZANTES S.A.,,
ILMD4,"""ILMD4"",",YARA BRASIL FERTILIZANTES S.A.,,
IMBI3,"""IMBI3"",",COMPANHIA DOCAS DE IMBITUBA,,
IMBI4,"""IMBI4"",",COMPANHIA DOCAS DE IMBITUBA,,
IMCH3,"""IMCH3"",",IMC HOLDINGS,,
INEP3,"""INEP3"",",INEPAR S/A,,
INEP4,"""INEP4"",",INEPAR S/A,,
INHA3,"""INHA3"",",GAFISA,,
INTB3,"""INTB3"",",INTELBRAS,,
IRBR3,"""IRBR3"",",IRBBRASIL RE,,
ITEC3,"""ITEC3"",",ITAUTEC PHILCO SA - GRUPO ITAUTEC PHILCO,,
ITSA3,"""ITSA3"",",ITAÚSA,,
ITSA4,"""ITSA4"",",ITAÚSA,,
ITUB3,"""ITUB3"",",ITAUUNIBANCO,,
ITUB4,"""ITUB4"",",ITAUUNIBANCO,,
IVTT3,"""IVTT3"",",BHG,,
JALL3,"""JALL3"",",JALLESMACHAD,,
JBDU3,"""JBDU3"",",B TECH EQI,,
JBSS3,"""JBSS3"",",JBS,,
JFAB4,"""JFAB4"",",JARAGUA FABRIL,,
JFEN3,"""JFEN3"",",JOÃO FORTES ENGENHARIA S.A.,,
JHSF3,"""JHSF3"",",JHSF Part,,
JOPA3,"""JOPA3"",",JOSAPAR S/A,,
JOPA4,"""JOPA4"",",JOSAPAR S/A,,
JPSA3,"""JPSA3"",",IGUATEMI S.A,,
JSLG3,"""JSLG3"",",JULIO SIMOES,,
KEPL3,"""KEPL3"",",KEPLER WEBER SA,,
KLBN11,"""KLBN11"",",KLABIN,,
KLBN3,"""KLBN3"",",KLABIN,,
KLBN4,"""KLBN4"",",KLABIN,,
KROT11,"""KROT11"",",COGNA,,
KROT4,"""KROT4"",",COGNA,,
KRSA3,"""KRSA3"",",KORA SAUDE,,
KSSA3,"""KSSA3"",",KLABINSEGALL,,
LAME3,"""LAME3"",",LOJAS AMERICANAS S.A.,,
LAME4,"""LAME4"",",LOJAS AMERICANAS S.A.,,
LAND3,"""LAND3"",",TERRASANTAPA,,
LATM11,"""LATM11"",",LATAM AIRLN,,
LATS3,"""LATS3"",",REXAM BEVERAGE CAN SOUTH AMERICA,,
LAVV3,"""LAVV3"",",LAVVI,,
LCAM3,"""LCAM3"",",LOCAMERICA,,
LCSA3,"""LCSA3"",",NÃO CONSTA,,
LCSA4,"""LCSA4"",",NÃO CONSTA,,
LECO3,"""LECO3"",",LECO,,
LECO4,"""LECO4"",",LECO,,
LETO3,"""LETO3"",",MITTO,,
LETO5,"""LETO5"",",MITTO,,
LEVE3,"""LEVE3"",",MAHLE METAL LEVE,,
LEVE4,"""LEVE4"",",MAHLE METAL LEVE,,
LFFE3,"""LFFE3"",",LA FONTE TELECOM S/A,,
LFFE4,"""LFFE4"",",LA FONTE TELECOM S/A,,
LGLO4,"""LGLO4"",",LIVRARIA DO GLOBO S/A,,
LIGH3,"""LIGH3"",",LIGHT,,
LIGT3,"""LIGT3"",",LIGHT SA,,
LINX3,"""LINX3"",",LINX,,
LIPR3,"""LIPR3"",",LIGHTPAR,,
LIXC3,"""LIXC3"",",LIX DA CUNHA,,
LIXC4,"""LIXC4"",",LIX DA CUNHA,,
LJQQ3,"""LJQQ3"",",QUERO-QUERO,,
LLIS3,"""LLIS3"",",LE LIS BLANC DEUX,,
LOGG3,"""LOGG3"",",LOG COM PROP,,
LOGN3,"""LOGN3"",",Log-In,,
LPSB3,"""LPSB3"",",LOPES BRASIL,,
LREN3,"""LREN3"",",RENNER,,
LREN4,"""LREN4"",",RENNER,,
LUPA3,"""LUPA3"",",LUPATECH,,
LUXM3,"""LUXM3"",",TREVISA INVESTIMENTOS SA,,
LUXM4,"""LUXM4"",",TREVISA INVESTIMENTOS SA,,
LVTC3,"""LVTC3"",",WDC NETWORKS,,
LWSA3,"""LWSA3"",",LOCAWEB,,
MAGG3,"""MAGG3"",",MAGNESITA REFRATÁRIOS,,
MAGS3,"""MAGS3"",",MAGNESITA S/A,,
MAPT3,"""MAPT3"",",CIA MARCOPOLO,,
MAPT4,"""MAPT4"",",CIA MARCOPOLO,,
MARI3,"""MARI3"",",Marisa,,
MATD3,"""MATD3"",",MATER DEI,,
MBLY3,"""MBLY3"",",MOBLY,,
MDIA3,"""MDIA3"",",M.DIASBRANCO,,
MDNE3,"""MDNE3"",",MOURA DUBEUX,,
MEAL3,"""MEAL3"",",IMC S/A,,
MEDI3,"""MEDI3"",",MEDIAL SAUDE,,
MELK3,"""MELK3"",",MELNICK,,
MEND5,"""MEND5"",",MENDES JUNIOR ENGENHARIA S/A,,
MEND6,"""MEND6"",",MENDES JUNIOR ENGENHARIA S/A,,
MERC3,"""MERC3"",",MERCANTIL BRASIL,,
MERC4,"""MERC4"",",MERCANTIL BRASIL,,
MGEL3,"""MGEL3"",",MANGELS,,
MGEL4,"""MGEL4"",",MANGELS,,
MGLU3,"""MGLU3"",",MAGAZ LUIZA,,
MILK33,"""MILK33"",",Laep DR3,,
MILS3,"""MILS3"",",MILLS,,
MLAS3,"""MLAS3"",",MULTILASER,,
MLFT4,"""MLFT4"",",IGUATEMI S.A,,
MLPA12,"""MLPA12"",",MELHORAMENTOS PAPEIS,,
MLPA3,"""MLPA3"",",MELHORAMENTOS PAPEIS,,
MLPA4,"""MLPA4"",",MELHORAMENTOS PAPEIS,,
MMAQ3,"""MMAQ3"",",MINASMÁQUINAS S/A,,
MMAQ4,"""MMAQ4"",",MINASMÁQUINAS S/A,,
MMXM3,"""MMXM3"",",MMX MINER,,
MNDL3,"""MNDL3"",",MUNDIAL S/A,,
MNDL4,"""MNDL4"",",MUNDIAL S/A,,
MNPR3,"""MNPR3"",",MINUPAR,,
MNPR4,"""MNPR4"",",MINUPAR,,
MNSA3,"""MNSA3"",",MANASA,,
MNSA4,"""MNSA4"",",MANASA,,
MOAR3,"""MOAR3"",",MONTEIRO ARANHA,,
MODL11,"""MODL11"",",MODALMAIS,,
MODL3,"""MODL3"",",MODALMAIS,,
MODL4,"""MODL4"",",MODALMAIS,,
MOSI3,"""MOSI3"",",MOSAICO SA,,
MOVI3,"""MOVI3"",",MOVIDA,,
MPLU3,"""MPLU3"",",MULTIPLUS,,
MRFG3,"""MRFG3"",",Marfrig,,
MRSA3B,"""MRSA3B"",",MRS LOGÍSTICA S/A,,
MRSA5B,"""MRSA5B"",",MRS LOGÍSTICA S/A,,
MRSA6B,"""MRSA6B"",",MRS LOGÍSTICA S/A,,
MRSL3,"""MRSL3"",",MARISOL,,
MRSL4,"""MRSL4"",",MARISOL,,
MRVE3,"""MRVE3"",",MRV,,
MSAN3,"""MSAN3"",",BUNGE BRASIL S.A.,,
MSAN4,"""MSAN4"",",BUNGE BRASIL S.A.,,
MSPA3,"""MSPA3"",",MELHORAMENTOS,,
MSPA4,"""MSPA4"",",MELHORAMENTOS,,
MTBR3,"""MTBR3"",",WHIRLPOOL S.A.,,
MTBR4,"""MTBR4"",",WHIRLPOOL S.A.,,
MTIG3,"""MTIG3"",",IGUAÇU,,
MTIG4,"""MTIG4"",",IGUAÇU,,
MTRE3,"""MTRE3"",",MITRE REALTY,,
MTSA4,"""MTSA4"",",METISA,,
MULT3,"""MULT3"",",Multiplan,,
MWET3,"""MWET3"",",WETZEL S.A.,,
MWET4,"""MWET4"",",WETZEL S.A.,,
MYPK3,"""MYPK3"",",IOCHPE-MAXION,,
MYPK4,"""MYPK4"",",IOCHPE-MAXION,,
NAFG3,"""NAFG3"",",NADIR FIGUEIREDO,,
NAFG4,"""NAFG4"",",NADIR FIGUEIREDO,,
NATU3,"""NATU3"",",NATURA COSMETICOS SA,,
NEOE3,"""NEOE3"",",NEOENERGIA,,
NETC3,"""NETC3"",",NET SERVIÇOS DE COMUNICAÇÃO S.A.,,
NETC4,"""NETC4"",",NET SERVIÇOS DE COMUNICAÇÃO S.A.,,
NGRD3,"""NGRD3"",",NEOGRID,,
NINJ3,"""NINJ3"",",GETNINJAS,,
NORD3,"""NORD3"",",NORDON INDS METALURGICAS SA,,
NTCO3,"""NTCO3"",",GRUPO NATURA,,
NUTR3,"""NUTR3"",",NUTRIPLANT,,
ODER3,"""ODER3"",",CONSERVAS ODERICH SA,,
ODER4,"""ODER4"",",CONSERVAS ODERICH SA,,
ODPV3,"""ODPV3"",",ODONTOPREV,,
OFSA3,"""OFSA3"",",OUROFINO S/A,,
OGXP3,"""OGXP3"",",OGX,,
OIBR3,"""OIBR3"",",OI,,
OIBR4,"""OIBR4"",",OI,,
OMGE3,"""OMGE3"",",OMEGA GER,,
ONCO3,"""ONCO3"",",ONCOCLINICAS,,
OPCT3,"""OPCT3"",",OCEANPACT,,
ORVR3,"""ORVR3"",",ORIZON,,
OSAO4,"""OSAO4"",",PLASCAR PARTICIPAÇÕES INDUSTRIAIS S.A,,
OSXB3,"""OSXB3"",",OSX BRASIL,,
PALF11,"""PALF11"",",CPFL,,
PALF3,"""PALF3"",",CPFL,,
PALF5,"""PALF5"",",CPFL,,
PARD3,"""PARD3"",",IHPARDINI,,
PATI3,"""PATI3"",",PANATLANTICA,,
PATI4,"""PATI4"",",PANATLANTICA,,
PCAR3,"""PCAR3"",",PÃO DE AÇÚCAR,,
PCAR4,"""PCAR4"",",PÃO DE AÇÚCAR,,
PCAR5,"""PCAR5"",",PÃO DE AÇÚCAR,,
PDGR3,"""PDGR3"",",PDG REALT,,
PDTC3,"""PDTC3"",",PADTEC,,
PEAB3,"""PEAB3"",",CIA. DE PARTICIPAÇÕES ALIANÇA DA BAHIA,,
PEAB4,"""PEAB4"",",CIA. DE PARTICIPAÇÕES ALIANÇA DA BAHIA,,
PEFX3,"""PEFX3"",",PETROFLEX INDÚSTRIA E COMÉRCIO S.A,,
PEFX5,"""PEFX5"",",PETROFLEX INDÚSTRIA E COMÉRCIO S.A,,
PETR3,"""PETR3"",",PETROBRAS,,
PETR4,"""PETR4"",",PETROBRAS,,
PETZ3,"""PETZ3"",",PETZ,,
PFRM3,"""PFRM3"",",PROFARMA,,
PGMN3,"""PGMN3"",",PAGUE MENOS,,
PINE3,"""PINE3"",",Pine,,
PINE4,"""PINE4"",",Pine,,
PITI4,"""PITI4"",","AV. DR CHUCRI ZAIDAN, 920 - 16§ ANDAR",,
PLAS3,"""PLAS3"",",PLASCAR PARTICIPAÇÕES INDUSTRIAIS S.A,,
PLDN4,"""PLDN4"",",POLIALDEN,,
PLIM4,"""PLIM4"",",NET SERVIÇOS DE COMUNICAÇÃO S.A.,,
PLPL3,"""PLPL3"",",PLANOEPLANO,,
PLTO5,"""PLTO5"",",POLITENO IND E COMERCIO S.A.,,
PLTO6,"""PLTO6"",",POLITENO IND E COMERCIO S.A.,,
PMAM3,"""PMAM3"",",PARANAPANEMA S.A.,,
PMAM4,"""PMAM4"",",PARANAPANEMA S.A.,,
PMET3,"""PMET3"",",PRO METALURG,,
PMET5,"""PMET5"",",PRO METALURG,,
PMET6,"""PMET6"",",PRO METALURG,,
PNOR5,"""PNOR5"",",PRONOR,,
PNOR6,"""PNOR6"",",PRONOR,,
PNVL3,"""PNVL3"",",PANVEL FARMÁCIAS,,
PNVL4,"""PNVL4"",",PANVEL FARMÁCIAS,,
POMO3,"""POMO3"",",MARCOPOLO,,
POMO4,"""POMO4"",",MARCOPOLO,,
POPR4,"""POPR4"",",POLIPROPILENO S.A.,,
PORP4,"""PORP4"",",POLIPROPILENO PARTICIPAÇÕES S.A.,,
PORT3,"""PORT3"",",WILSON SONS,,
POSI3,"""POSI3"",",POSITIVO INF,,
POWE3,"""POWE3"",",FOCUS ON,,
PQUN3,"""PQUN3"",",PETROQUIMICA UNIAO S.A.,,
PQUN4,"""PQUN4"",",PETROQUIMICA UNIAO S.A.,,
PRBC3,"""PRBC3"",",Parana,,
PRBC4,"""PRBC4"",",Parana,,
PRGA4,"""PRGA4"",",BRF Foods,,
PRIO3,"""PRIO3"",",PETRORIO,,
PRML3,"""PRML3"",",PRUMO,,
PRNR3,"""PRNR3"",",PRINER,,
PRTX3,"""PRTX3"",",PORTX,,
PRVI3,"""PRVI3"",",Providencia,,
PSSA3,"""PSSA3"",",PORTO SEGURO SA,,
PTBL3,"""PTBL3"",",PORTOBELLO S/A,,
PTBL4,"""PTBL4"",",PORTOBELLO S/A,,
PTIP3,"""PTIP3"",",IPIRANGA PETROQUIMICA SA,,
PTIP4,"""PTIP4"",",IPIRANGA PETROQUIMICA SA,,
PTNT3,"""PTNT3"",",PETTENATI,,
PTNT4,"""PTNT4"",",PETTENATI,,
PTPA3,"""PTPA3"",",PETROPAR SA,,
PTPA4,"""PTPA4"",",PETROPAR SA,,
PTQS4,"""PTQS4"",",PETROQUISA,,
QUAL3,"""QUAL3"",",QUALICORP,,
RADL3,"""RADL3"",",RAIADROGASIL,,
RAIA3,"""RAIA3"",",RAIA,,
RAIL3,"""RAIL3"",",RUMO S.A.,,
RAIZ4,"""RAIZ4"",",RAIZEN,,
RANI3,"""RANI3"",",CELULOSE IRANI,,
RANI4,"""RANI4"",",CELULOSE IRANI,,
RAPT3,"""RAPT3"",",RANDON S.A. IMPLEMENTOS E PARTICIPAÇÕES,,
RAPT4,"""RAPT4"",",RANDON S.A. IMPLEMENTOS E PARTICIPAÇÕES,,
RCSL3,"""RCSL3"",",RECRUSUL,,
RCSL4,"""RCSL4"",",RECRUSUL,,
RCTB31,"""RCTB31"",",TELEBRAS,,
RCTB33,"""RCTB33"",",TELEBRAS,,
RCTB41,"""RCTB41"",",TELEBRAS,,
RCTB42,"""RCTB42"",",TELEBRAS,,
RDCD3,"""RDCD3"",",Redecard,,
RDNI3,"""RDNI3"",",RNI,,
RDOR3,"""RDOR3"",",REDE D OR,,
RDTR3,"""RDTR3"",",REDENTOR,,
RECV3,"""RECV3"",",PETRORECONCA,,
REDE3,"""REDE3"",",REDE EMPRESAS DE ENERGIA ELÉTRICA S.A.,,
REDE4,"""REDE4"",",REDE EMPRESAS DE ENERGIA ELÉTRICA S.A.,,
REEM4,"""REEM4"",",RHEEM EMPRS,,
RENT3,"""RENT3"",",LOCALIZA RENT A CAR,,
REPA3,"""REPA3"",",ELECTROLUX,,
REPA4,"""REPA4"",",ELECTROLUX,,
RGEG3,"""RGEG3"",",RGE - RIO GRANDE ENERGIA,,
RHDS3,"""RHDS3"",",M G POLIEST,,
RHDS4,"""RHDS4"",",M G POLIEST,,
RIPI3,"""RIPI3"",",REFINARIA DE PETRÓLEO IPIRANGA SA,,
RIPI4,"""RIPI4"",",REFINARIA DE PETRÓLEO IPIRANGA SA,,
RJCP3,"""RJCP3"",",RJCP EQUITY,,
RLOG3,"""RLOG3"",",COSAN LOG,,
RNEW11,"""RNEW11"",",RENOVA,,
RNEW3,"""RNEW3"",",RENOVA,,
RNEW4,"""RNEW4"",",RENOVA,,
RNPT3,"""RNPT3"",",RENNER PARTICIPAÇÕES S/A,,
RNPT4,"""RNPT4"",",RENNER PARTICIPAÇÕES S/A,,
ROMI3,"""ROMI3"",",ROMI,,
ROMI4,"""ROMI4"",",ROMI,,
RPAD3,"""RPAD3"",",ALFA HOLDINGS,,
RPAD5,"""RPAD5"",",ALFA HOLDINGS,,
RPAD6,"""RPAD6"",",ALFA HOLDINGS,,
RPMG3,"""RPMG3"",",REFINARIA DE PETRÓLEOS DE MANGUINHOS S.A,,
RPMG4,"""RPMG4"",",REFINARIA DE PETRÓLEOS DE MANGUINHOS S.A,,
RPSA4,"""RPSA4"",",RIPASA,,
RRRP3,"""RRRP3"",",3R PETROLEUM,,
RSID3,"""RSID3"",",ROSSI RESIDENCIAL,,
RSIP3,"""RSIP3"",",RASIP AGRO PASTORIL,,
RSIP4,"""RSIP4"",",RASIP AGRO PASTORIL,,
RSUL4,"""RSUL4"",",METALURGICA RIOSULENSE S/A,,
SALM3,"""SALM3"",",SEARA ALIMENTOS,,
SALM4,"""SALM4"",",SEARA ALIMENTOS,,
SANB11,"""SANB11"",",SANTANDER,,
SANB3,"""SANB3"",",SANTANDER,,
SANB4,"""SANB4"",",SANTANDER,,
SAPR11,"""SAPR11"",",SANEPAR,,
SAPR3,"""SAPR3"",",SANEPAR,,
SAPR4,"""SAPR4"",",SANEPAR,,
SASG3,"""SASG3"",",SUL AMERICA SEGUROS,,
SBFG3,"""SBFG3"",",GRUPO SBF,,
SBSP3,"""SBSP3"",",SABESP,,
SCAR3,"""SCAR3"",",SÃO CARLOS EMPREEND.E PARTICIPAÇÕES S.A.,,
SCAR4,"""SCAR4"",",SÃO CARLOS EMPREEND.E PARTICIPAÇÕES S.A.,,
SCLO3,"""SCLO3"",",SCHLOSSER TECIDOS,,
SCLO4,"""SCLO4"",",SCHLOSSER TECIDOS,,
SDIA3,"""SDIA3"",",SADIA,,
SDIA4,"""SDIA4"",",SADIA,,
SEBB11,"""SEBB11"",",SEB - SISTEMA EDUCACIONAL BRASILEIRO S/A,,
SEBB3,"""SEBB3"",",SEB - SISTEMA EDUCACIONAL BRASILEIRO S/A,,
SEBB4,"""SEBB4"",",SEB - SISTEMA EDUCACIONAL BRASILEIRO S/A,,
SEDU3,"""SEDU3"",",SOMOS EDUCA,,
SEER3,"""SEER3"",",SER EDUCA,,
SEMP3,"""SEMP3"",",SEMP TOSHIBA,,
SEQL3,"""SEQL3"",",SEQUOIA LOG,,
SFSA3,"""SFSA3"",",Sofisa,,
SFSA4,"""SFSA4"",",Sofisa,,
SGEN3,"""SGEN3"",",SERGEN,,
SGEN4,"""SGEN4"",",SERGEN,,
SGPS3,"""SGPS3"",",Springs,,
SHOW3,"""SHOW3"",",TIME FOR FUN,,
SHUL4,"""SHUL4"",",SCHULZ,,
SIMH3,"""SIMH3"",",SIMPAR,,
SJOS3,"""SJOS3"",",SÃO JOSÉ,,
SJOS4,"""SJOS4"",",SÃO JOSÉ,,
SLCE3,"""SLCE3"",",SLC Agricola,,
SLCP3,"""SLCP3"",",SULACAP,,
SLED3,"""SLED3"",",EDITORA SARAIVA,,
SLED4,"""SLED4"",",EDITORA SARAIVA,,
SMFT3,"""SMFT3"",",SMART FIT,,
SMLE3,"""SMLE3"",",SMILES,,
SMLS3,"""SMLS3"",",SMILES,,
SMTO3,"""SMTO3"",",SAO MARTINHO,,
SNSY5,"""SNSY5"",",SANSUY S.A. INDÚSTRIA DE PLÁSTICOS,,
SOJA3,"""SOJA3"",",BOA SAFRA,,
SOMA3,"""SOMA3"",",GRUPO SOMA,,
SOND3,"""SOND3"",",SONDOTECNICA S/A.,,
SOND5,"""SOND5"",",SONDOTECNICA S/A.,,
SOND6,"""SOND6"",",SONDOTECNICA S/A.,,
SPRI3,"""SPRI3"",",SPRINGER,,
SPRI5,"""SPRI5"",",SPRINGER,,
SPRI6,"""SPRI6"",",SPRINGER,,
SQIA3,"""SQIA3"",",SINQIA,,
STBP11,"""STBP11"",",SBPAR,,
STBP3,"""STBP3"",",SBPAR,,
STRP4,"""STRP4"",",STAROUP,,
SUBA3,"""SUBA3"",",,,
SULA11,"""SULA11"",",Sul America,,
SULA3,"""SULA3"",",Sul America,,
SULA4,"""SULA4"",",Sul America,,
SULT3,"""SULT3"",",CONSTRUTORA SULTEPA S/A,,
SULT4,"""SULT4"",",CONSTRUTORA SULTEPA S/A,,
SUZA4,"""SUZA4"",",SUZANO HOLDING S.A.,,
SUZB3,"""SUZB3"",",Suzano Papel,,
SUZB5,"""SUZB5"",",Suzano Papel,,
SUZB6,"""SUZB6"",",Suzano Papel,,
SYNE3,"""SYNE3"",",SYN PROP TEC,,
SZPQ4,"""SZPQ4"",",SUZANO PETROQUIMICA S.A.,,
TAEE11,"""TAEE11"",",TAESA,,
TAEE3,"""TAEE3"",",TAESA,,
TAEE4,"""TAEE4"",",TAESA,,
TAMM3,"""TAMM3"",",TAM,,
TAMM4,"""TAMM4"",",TAM,,
TANC4,"""TANC4"",",TAM,,
TARP11,"""TARP11"",",TARPON,,
TASA3,"""TASA3"",",TAURUS ARMAS,,
TASA4,"""TASA4"",",TAURUS ARMAS,,
TBLE5,"""TBLE5"",",ENGIE BRASIL,,
TBLE6,"""TBLE6"",",ENGIE BRASIL,,
TCNO3,"""TCNO3"",",TECNOSOLO S/A,,
TCNO4,"""TCNO4"",",TECNOSOLO S/A,,
TCOC3,"""TCOC3"",",TELE CENTRO OESTE CELULAR PARTICIP. S/A,,
TCOC4,"""TCOC4"",",TELE CENTRO OESTE CELULAR PARTICIP. S/A,,
TCSA3,"""TCSA3"",",TECNISA,,
TCSL4,"""TCSL4"",",TIM PARTICIPAÇÕES S.A.,,
TDBH3,"""TDBH3"",",TELEFÔNICA EMPRESAS S.A,,
TDBH4,"""TDBH4"",",TELEFÔNICA EMPRESAS S.A,,
TECN3,"""TECN3"",",TECHNOS,,
TEFC11,"""TEFC11"",",TELEFÓNICA,,
TEKA3,"""TEKA3"",",TEKA S.A.,,
TEKA4,"""TEKA4"",",TEKA S.A.,,
TELB3,"""TELB3"",",TELEBRAS,,
TELB4,"""TELB4"",",TELEBRAS,,
TEMP3,"""TEMP3"",",TEMPO PART,,
TEND3,"""TEND3"",",Tenda,,
TENE5,"""TENE5"",",TECBLU,,
TENE7,"""TENE7"",",TECBLU,,
TERI3,"""TERI3"",",TEREOS,,
TESA3,"""TESA3"",",TERRA SANTA,,
TFCO4,"""TFCO4"",",TRACK FIELD,,
TGMA3,"""TGMA3"",",Tegma,,
TIET11,"""TIET11"",",AES TIETE E,,
TIET3,"""TIET3"",",AES TIETE E,,
TIET4,"""TIET4"",",AES TIETE E,,
TIMP3,"""TIMP3"",",TIM PARTICIPAÇÕES S.A.,,
TIMS3,"""TIMS3"",",TIM,,
TKNO4,"""TKNO4"",",TEKNO,,
TLCP3,"""TLCP3"",",TELE LESTE CELULAR PARTICIPAÇÕES SA,,
TLCP4,"""TLCP4"",",TELE LESTE CELULAR PARTICIPAÇÕES SA,,
TMAR3,"""TMAR3"",",TELEMAR,,
TMAR5,"""TMAR5"",",TELEMAR,,
TMAR6,"""TMAR6"",",TELEMAR,,
TMCP3,"""TMCP3"",",TELEMIG CELULAR PARTICIPAÇÕES S.A.,,
TMCP4,"""TMCP4"",",TELEMIG CELULAR PARTICIPAÇÕES S.A.,,
TMGC11,"""TMGC11"",",TELEMIG CELULAR,,
TMGC12,"""TMGC12"",",TELEMIG CELULAR,,
TMGC13,"""TMGC13"",",TELEMIG CELULAR,,
TMGC3,"""TMGC3"",",TELEMIG CELULAR,,
TMGC7,"""TMGC7"",",TELEMIG CELULAR,,
TNCP3,"""TNCP3"",",AMAZÔNIA CELULAR,,
TNCP4,"""TNCP4"",",AMAZÔNIA CELULAR,,
TNEP3,"""TNEP3"",",TELE NORDESTE CELULAR PARTICIPAÇÕES S.A.,,
TNEP4,"""TNEP4"",",TELE NORDESTE CELULAR PARTICIPAÇÕES S.A.,,
TNLP3,"""TNLP3"",",TELEMAR,,
TNLP4,"""TNLP4"",",TELEMAR,,
TOTS3,"""TOTS3"",",TOTVS,,
TOYB3,"""TOYB3"",",TEC TOY,,
TOYB4,"""TOYB4"",",TEC TOY,,
TPIS3,"""TPIS3"",",TRIUNFO PARTICIPACOES SA,,
TPRC3,"""TPRC3"",",TIM PARTICIPAÇÕES S.A.,,
TPRC6,"""TPRC6"",",TIM PARTICIPAÇÕES S.A.,,
TRAD3,"""TRAD3"",",TC,,
TRFO3,"""TRFO3"",",TRAFO,,
TRFO4,"""TRFO4"",",TRAFO,,
TRIS3,"""TRIS3"",",Trisul,,
TROR3,"""TROR3"",",TRORION,,
TROR4,"""TROR4"",",TRORION,,
TRPL3,"""TRPL3"",",TRANSMISSÃO PAULISTA,,
TRPL4,"""TRPL4"",",TRANSMISSÃO PAULISTA,,
TRPN3,"""TRPN3"",",TARPON INV,,
TSEP3,"""TSEP3"",",TELE SUDESTE CELULAR PART SA,,
TSEP4,"""TSEP4"",",TELE SUDESTE CELULAR PART SA,,
TSPP3,"""TSPP3"",",VIVO PARTICIPAÇÕES,,
TSPP4,"""TSPP4"",",VIVO PARTICIPAÇÕES,,
TTEN3,"""TTEN3"",",3TENTOS,,
TUPY3,"""TUPY3"",",TUPY,,
TUPY4,"""TUPY4"",",TUPY,,
TVIT3,"""TVIT3"",",TIVIT,,
TXRX3,"""TXRX3"",",RENAUX,,
TXRX4,"""TXRX4"",",RENAUX,,
UBBR11,"""UBBR11"",",UNIBANCO SA,,
UBBR3,"""UBBR3"",",UNIBANCO SA,,
UBBR4,"""UBBR4"",",UNIBANCO SA,,
UCAS3,"""UCAS3"",",UNICASA,,
UCOP4,"""UCOP4"",",USINA COSTA PINTO S/A AÇÚCAR E ÁLCOOL,,
UGPA3,"""UGPA3"",",ULTRAPAR PARTICIPAÇÕES SA,,
UGPA4,"""UGPA4"",",ULTRAPAR PARTICIPAÇÕES SA,,
UNIP3,"""UNIP3"",",UNIPAR PARTICIPAÇÕES S.A.,,
UNIP5,"""UNIP5"",",UNIPAR PARTICIPAÇÕES S.A.,,
UNIP6,"""UNIP6"",",UNIPAR PARTICIPAÇÕES S.A.,,
UOLL4,"""UOLL4"",",UOL,,
USIM3,"""USIM3"",",USIMINAS,,
USIM5,"""USIM5"",",USIMINAS,,
USIM6,"""USIM6"",",USIMINAS,,
VAGV3,"""VAGV3"",",SAVIRG,,
VAGV4,"""VAGV4"",",SAVIRG,,
VALE3,"""VALE3"",",VALE,,
VALE5,"""VALE5"",",VALE,,
VAMO3,"""VAMO3"",",VAMOS,,
VBBR3,"""VBBR3"",",VIBRA,,
VCPA4,"""VCPA4"",",Fibria,,
VGOR3,"""VGOR3"",",VIGOR,,
VGOR4,"""VGOR4"",",VIGOR,,
VIGR3,"""VIGR3"",",VIGOR FOOD,,
VIIA3,"""VIIA3"",",VIA,,
VINE3,"""VINE3"",",VICUNHA TEXTIL SA,,
VINE5,"""VINE5"",",VICUNHA TEXTIL SA,,
VITT3,"""VITT3"",",VITTIA,,
VIVA3,"""VIVA3"",",VIVARA S.A.,,
VIVO3,"""VIVO3"",",VIVO PARTICIPAÇÕES,,
VIVO4,"""VIVO4"",",VIVO PARTICIPAÇÕES,,
VIVR3,"""VIVR3"",",VIVER,,
VIVT3,"""VIVT3"",",TELEF BRASIL,,
VIVT4,"""VIVT4"",",TELEF BRASIL,,
VLID3,"""VLID3"",",VALID,,
VNET3,"""VNET3"",",CIELO,,
VPSC3,"""VPSC3"",",VPSC,,
VPSC4,"""VPSC4"",",VPSC,,
VPTA3,"""VPTA3"",",VPTA,,
VPTA4,"""VPTA4"",",VPTA,,
VSPT3,"""VSPT3"",",FERROVIA CENTRO-ATLÂNTICA S.A.,,
VSPT4,"""VSPT4"",",FERROVIA CENTRO-ATLÂNTICA S.A.,,
VTLM3,"""VTLM3"",",ADVANCED-DH,,
VULC3,"""VULC3"",",VULCABRAS S/A.,,
VULC4,"""VULC4"",",VULCABRAS S/A.,,
VVAR11,"""VVAR11"",",VIA,,
